experiment_id,user_id,variant,assignment_date,first_exposure_date,eligible_flag
EXP_2026_HOMEPAGE_RANK_V2,U000558,Treatment,2026-05-26,2026-05-28,True
EXP_2026_HOMEPAGE_RANK_V2,U001357,Control,2026-05-02,2026-05-04,True
EXP_2026_HOMEPAGE_RANK_V2,U015440,Treatment,2026-07-04,2026-07-07,True
EXP_2026_HOMEPAGE_RANK_V2,U012719,Treatment,2026-04-26,2026-04-30,True
EXP_2026_HOMEPAGE_RANK_V2,U015904,Control,2026-06-19,2026-06-24,True
EXP_2026_HOMEPAGE_RANK_V2,U006380,Treatment,2026-05-29,2026-05-30,True
EXP_2026_HOMEPAGE_RANK_V2,U005220,Control,2026-04-26,2026-04-30,True
EXP_2026_HOMEPAGE_RANK_V2,U016274,Control,2026-04-22,2026-04-25,True
EXP_2026_HOMEPAGE_RANK_V2,U010920,Treatment,2026-05-10,2026-05-14,True
EXP_2026_HOMEPAGE_RANK_V2,U017975,Treatment,2026-05-28,2026-05-28,True
EXP_2026_HOMEPAGE_RANK_V2,U000628,Control,2026-07-08,2026-07-09,True
EXP_2026_HOMEPAGE_RANK_V2,U020938,Control,2026-04-19,2026-04-22,True
EXP_2026_HOMEPAGE_RANK_V2,U013730,Control,2026-04-25,2026-04-25,True
EXP_2026_HOMEPAGE_RANK_V2,U020828,Treatment,2026-06-10,2026-06-15,True
EXP_2026_HOMEPAGE_RANK_V2,U010684,Treatment,2026-07-01,2026-07-03,True
EXP_2026_HOMEPAGE_RANK_V2,U013814,Control,2026-04-24,2026-04-29,True
EXP_2026_HOMEPAGE_RANK_V2,U005144,Treatment,2026-05-26,2026-05-29,True
EXP_2026_HOMEPAGE_RANK_V2,U004164,Treatment,2026-05-07,2026-05-12,True
EXP_2026_HOMEPAGE_RANK_V2,U001654,Control,2026-06-02,2026-06-02,True
EXP_2026_HOMEPAGE_RANK_V2,U018607,Control,2026-06-01,2026-06-04,True
EXP_2026_HOMEPAGE_RANK_V2,U018584,Control,2026-04-19,2026-04-20,True
EXP_2026_HOMEPAGE_RANK_V2,U002517,Control,2026-04-19,2026-04-19,True
EXP_2026_HOMEPAGE_RANK_V2,U012700,Treatment,2026-05-27,2026-06-01,True
EXP_2026_HOMEPAGE_RANK_V2,U004611,Treatment,2026-06-05,2026-06-10,True
EXP_2026_HOMEPAGE_RANK_V2,U013191,Control,2026-06-12,2026-06-17,True
EXP_2026_HOMEPAGE_RANK_V2,U020689,Treatment,2026-05-31,2026-06-04,True
EXP_2026_HOMEPAGE_RANK_V2,U006536,Treatment,2026-05-29,2026-06-03,True
EXP_2026_HOMEPAGE_RANK_V2,U007128,Treatment,2026-05-16,2026-05-17,True
EXP_2026_HOMEPAGE_RANK_V2,U011003,Control,2026-05-11,2026-05-13,True
EXP_2026_HOMEPAGE_RANK_V2,U009067,Treatment,2026-06-18,2026-06-20,True
EXP_2026_HOMEPAGE_RANK_V2,U008272,Treatment,2026-05-18,2026-05-23,True
EXP_2026_HOMEPAGE_RANK_V2,U008156,Control,2026-04-27,2026-04-30,True
EXP_2026_HOMEPAGE_RANK_V2,U013573,Treatment,2026-04-18,2026-04-22,True
EXP_2026_HOMEPAGE_RANK_V2,U004539,Control,2026-04-30,2026-05-02,True
EXP_2026_HOMEPAGE_RANK_V2,U024630,Control,2026-06-27,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U012970,Treatment,2026-05-26,2026-05-27,True
EXP_2026_HOMEPAGE_RANK_V2,U015415,Treatment,2026-05-18,2026-05-22,True
EXP_2026_HOMEPAGE_RANK_V2,U006069,Treatment,2026-06-23,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U016145,Treatment,2026-06-20,2026-06-21,True
EXP_2026_HOMEPAGE_RANK_V2,U014908,Treatment,2026-05-05,2026-05-08,True
EXP_2026_HOMEPAGE_RANK_V2,U004232,Control,2026-04-23,2026-04-26,True
EXP_2026_HOMEPAGE_RANK_V2,U024850,Treatment,2026-07-10,2026-07-13,True
EXP_2026_HOMEPAGE_RANK_V2,U000385,Control,2026-05-09,2026-05-14,True
EXP_2026_HOMEPAGE_RANK_V2,U018321,Treatment,2026-06-29,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U000338,Control,2026-07-10,2026-07-14,True
EXP_2026_HOMEPAGE_RANK_V2,U015882,Treatment,2026-04-20,2026-04-24,True
EXP_2026_HOMEPAGE_RANK_V2,U017812,Control,2026-06-14,2026-06-15,True
EXP_2026_HOMEPAGE_RANK_V2,U006250,Control,2026-07-11,2026-07-13,True
EXP_2026_HOMEPAGE_RANK_V2,U020030,Treatment,2026-05-16,2026-05-21,True
EXP_2026_HOMEPAGE_RANK_V2,U016827,Treatment,2026-06-16,2026-06-16,True
EXP_2026_HOMEPAGE_RANK_V2,U020491,Treatment,2026-05-19,2026-05-22,True
EXP_2026_HOMEPAGE_RANK_V2,U022209,Treatment,2026-04-30,2026-05-02,True
EXP_2026_HOMEPAGE_RANK_V2,U002886,Treatment,2026-06-15,2026-06-16,True
EXP_2026_HOMEPAGE_RANK_V2,U021579,Treatment,2026-07-01,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U012593,Treatment,2026-07-06,2026-07-06,True
EXP_2026_HOMEPAGE_RANK_V2,U009654,Control,2026-07-06,2026-07-08,True
EXP_2026_HOMEPAGE_RANK_V2,U013566,Control,2026-04-19,2026-04-19,True
EXP_2026_HOMEPAGE_RANK_V2,U001214,Control,2026-06-05,2026-06-10,True
EXP_2026_HOMEPAGE_RANK_V2,U009748,Control,2026-06-17,2026-06-17,True
EXP_2026_HOMEPAGE_RANK_V2,U015661,Treatment,2026-06-07,2026-06-09,True
EXP_2026_HOMEPAGE_RANK_V2,U024181,Control,2026-05-08,2026-05-10,True
EXP_2026_HOMEPAGE_RANK_V2,U016632,Control,2026-05-21,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U013708,Treatment,2026-04-20,2026-04-23,True
EXP_2026_HOMEPAGE_RANK_V2,U011666,Control,2026-06-30,2026-07-05,True
EXP_2026_HOMEPAGE_RANK_V2,U005033,Control,2026-06-30,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U013648,Treatment,2026-05-25,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U019049,Treatment,2026-05-04,2026-05-09,True
EXP_2026_HOMEPAGE_RANK_V2,U007644,Control,2026-06-28,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U008028,Control,2026-07-06,2026-07-11,True
EXP_2026_HOMEPAGE_RANK_V2,U023569,Control,2026-04-21,2026-04-21,True
EXP_2026_HOMEPAGE_RANK_V2,U010672,Control,2026-06-12,2026-06-12,True
EXP_2026_HOMEPAGE_RANK_V2,U015318,Control,2026-05-20,2026-05-22,True
EXP_2026_HOMEPAGE_RANK_V2,U010195,Treatment,2026-06-30,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U003327,Control,2026-06-18,2026-06-20,True
EXP_2026_HOMEPAGE_RANK_V2,U012619,Treatment,2026-06-30,2026-07-04,True
EXP_2026_HOMEPAGE_RANK_V2,U013487,Treatment,2026-07-08,2026-07-11,True
EXP_2026_HOMEPAGE_RANK_V2,U022059,Treatment,2026-05-12,2026-05-16,True
EXP_2026_HOMEPAGE_RANK_V2,U018772,Treatment,2026-05-10,2026-05-12,True
EXP_2026_HOMEPAGE_RANK_V2,U014847,Treatment,2026-04-24,2026-04-27,True
EXP_2026_HOMEPAGE_RANK_V2,U014837,Control,2026-06-24,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U010325,Treatment,2026-06-06,2026-06-06,True
EXP_2026_HOMEPAGE_RANK_V2,U002331,Control,2026-05-04,2026-05-04,True
EXP_2026_HOMEPAGE_RANK_V2,U022203,Control,2026-07-07,2026-07-11,True
EXP_2026_HOMEPAGE_RANK_V2,U006411,Treatment,2026-05-26,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U024641,Treatment,2026-05-01,2026-05-04,True
EXP_2026_HOMEPAGE_RANK_V2,U022950,Treatment,2026-05-23,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U006514,Treatment,2026-06-04,2026-06-05,True
EXP_2026_HOMEPAGE_RANK_V2,U001756,Control,2026-07-11,2026-07-13,True
EXP_2026_HOMEPAGE_RANK_V2,U012124,Treatment,2026-06-18,2026-06-22,True
EXP_2026_HOMEPAGE_RANK_V2,U010789,Control,2026-05-08,2026-05-08,True
EXP_2026_HOMEPAGE_RANK_V2,U011550,Treatment,2026-05-08,2026-05-08,True
EXP_2026_HOMEPAGE_RANK_V2,U013240,Treatment,2026-05-15,2026-05-18,True
EXP_2026_HOMEPAGE_RANK_V2,U013728,Treatment,2026-05-02,2026-05-03,True
EXP_2026_HOMEPAGE_RANK_V2,U011412,Control,2026-05-30,2026-06-04,False
EXP_2026_HOMEPAGE_RANK_V2,U008792,Treatment,2026-07-01,2026-07-05,True
EXP_2026_HOMEPAGE_RANK_V2,U012771,Control,2026-07-04,2026-07-06,False
EXP_2026_HOMEPAGE_RANK_V2,U001893,Treatment,2026-05-30,2026-05-30,True
EXP_2026_HOMEPAGE_RANK_V2,U017163,Treatment,2026-05-21,2026-05-25,True
EXP_2026_HOMEPAGE_RANK_V2,U008999,Treatment,2026-06-07,2026-06-12,True
EXP_2026_HOMEPAGE_RANK_V2,U011230,Control,2026-07-08,2026-07-10,True
EXP_2026_HOMEPAGE_RANK_V2,U019998,Control,2026-05-12,2026-05-14,True
EXP_2026_HOMEPAGE_RANK_V2,U021669,Treatment,2026-05-30,2026-06-03,True
EXP_2026_HOMEPAGE_RANK_V2,U003762,Treatment,2026-04-23,2026-04-28,True
EXP_2026_HOMEPAGE_RANK_V2,U023512,Control,2026-05-06,2026-05-11,True
EXP_2026_HOMEPAGE_RANK_V2,U017248,Treatment,2026-06-24,2026-06-27,True
EXP_2026_HOMEPAGE_RANK_V2,U016514,Treatment,2026-05-04,2026-05-04,True
EXP_2026_HOMEPAGE_RANK_V2,U016563,Control,2026-05-18,2026-05-22,True
EXP_2026_HOMEPAGE_RANK_V2,U009536,Treatment,2026-04-25,2026-04-25,True
EXP_2026_HOMEPAGE_RANK_V2,U010926,Control,2026-04-23,2026-04-25,True
EXP_2026_HOMEPAGE_RANK_V2,U010932,Treatment,2026-06-25,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U010677,Control,2026-04-22,2026-04-23,False
EXP_2026_HOMEPAGE_RANK_V2,U018539,Control,2026-05-26,2026-05-29,True
EXP_2026_HOMEPAGE_RANK_V2,U023256,Treatment,2026-05-27,2026-05-28,False
EXP_2026_HOMEPAGE_RANK_V2,U013596,Treatment,2026-06-09,2026-06-13,True
EXP_2026_HOMEPAGE_RANK_V2,U011125,Control,2026-05-26,2026-05-31,True
EXP_2026_HOMEPAGE_RANK_V2,U024983,Control,2026-06-16,2026-06-19,True
EXP_2026_HOMEPAGE_RANK_V2,U010756,Control,2026-04-30,2026-04-30,True
EXP_2026_HOMEPAGE_RANK_V2,U011428,Control,2026-07-10,2026-07-10,True
EXP_2026_HOMEPAGE_RANK_V2,U019452,Treatment,2026-06-18,2026-06-19,True
EXP_2026_HOMEPAGE_RANK_V2,U014226,Treatment,2026-07-05,2026-07-06,True
EXP_2026_HOMEPAGE_RANK_V2,U002546,Treatment,2026-06-04,2026-06-06,True
EXP_2026_HOMEPAGE_RANK_V2,U015482,Treatment,2026-07-01,2026-07-02,True
EXP_2026_HOMEPAGE_RANK_V2,U015146,Treatment,2026-06-27,2026-06-29,True
EXP_2026_HOMEPAGE_RANK_V2,U017760,Control,2026-06-05,2026-06-05,True
EXP_2026_HOMEPAGE_RANK_V2,U020458,Control,2026-06-18,2026-06-21,True
EXP_2026_HOMEPAGE_RANK_V2,U017398,Treatment,2026-06-04,2026-06-07,True
EXP_2026_HOMEPAGE_RANK_V2,U020486,Control,2026-06-30,2026-07-03,True
EXP_2026_HOMEPAGE_RANK_V2,U024712,Control,2026-05-06,2026-05-10,True
EXP_2026_HOMEPAGE_RANK_V2,U008338,Treatment,2026-06-06,2026-06-06,True
EXP_2026_HOMEPAGE_RANK_V2,U007684,Treatment,2026-05-27,2026-05-28,True
EXP_2026_HOMEPAGE_RANK_V2,U011834,Treatment,2026-05-04,2026-05-09,True
EXP_2026_HOMEPAGE_RANK_V2,U019582,Treatment,2026-05-18,2026-05-20,True
EXP_2026_HOMEPAGE_RANK_V2,U008143,Treatment,2026-06-12,2026-06-14,True
EXP_2026_HOMEPAGE_RANK_V2,U018866,Control,2026-05-16,2026-05-19,True
EXP_2026_HOMEPAGE_RANK_V2,U015839,Treatment,2026-06-22,2026-06-22,True
EXP_2026_HOMEPAGE_RANK_V2,U012570,Control,2026-04-24,2026-04-26,True
EXP_2026_HOMEPAGE_RANK_V2,U001863,Treatment,2026-05-06,2026-05-06,True
EXP_2026_HOMEPAGE_RANK_V2,U008665,Control,2026-07-03,2026-07-07,True
EXP_2026_HOMEPAGE_RANK_V2,U013465,Treatment,2026-05-24,2026-05-27,True
EXP_2026_HOMEPAGE_RANK_V2,U017967,Control,2026-05-03,2026-05-08,True
EXP_2026_HOMEPAGE_RANK_V2,U022914,Control,2026-04-28,2026-04-30,True
EXP_2026_HOMEPAGE_RANK_V2,U007919,Control,2026-06-09,2026-06-10,True
EXP_2026_HOMEPAGE_RANK_V2,U021064,Control,2026-06-30,2026-07-04,True
EXP_2026_HOMEPAGE_RANK_V2,U017619,Treatment,2026-05-24,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U017068,Control,2026-05-18,2026-05-18,True
EXP_2026_HOMEPAGE_RANK_V2,U010269,Control,2026-04-24,2026-04-24,True
EXP_2026_HOMEPAGE_RANK_V2,U015204,Control,2026-06-13,2026-06-18,True
EXP_2026_HOMEPAGE_RANK_V2,U012817,Treatment,2026-07-04,2026-07-08,True
EXP_2026_HOMEPAGE_RANK_V2,U019799,Control,2026-05-29,2026-06-02,True
EXP_2026_HOMEPAGE_RANK_V2,U024907,Treatment,2026-07-10,2026-07-13,True
EXP_2026_HOMEPAGE_RANK_V2,U018544,Treatment,2026-06-24,2026-06-25,True
EXP_2026_HOMEPAGE_RANK_V2,U010918,Control,2026-06-23,2026-06-26,True
EXP_2026_HOMEPAGE_RANK_V2,U015422,Control,2026-04-20,2026-04-24,True
EXP_2026_HOMEPAGE_RANK_V2,U000454,Control,2026-07-01,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U008207,Treatment,2026-05-17,2026-05-18,True
EXP_2026_HOMEPAGE_RANK_V2,U006836,Treatment,2026-05-27,2026-05-30,True
EXP_2026_HOMEPAGE_RANK_V2,U011486,Control,2026-05-04,2026-05-04,True
EXP_2026_HOMEPAGE_RANK_V2,U017205,Control,2026-05-13,2026-05-13,True
EXP_2026_HOMEPAGE_RANK_V2,U003142,Control,2026-05-02,2026-05-06,True
EXP_2026_HOMEPAGE_RANK_V2,U014746,Control,2026-06-19,2026-06-20,True
EXP_2026_HOMEPAGE_RANK_V2,U018978,Control,2026-06-05,2026-06-09,False
EXP_2026_HOMEPAGE_RANK_V2,U015203,Treatment,2026-05-12,2026-05-13,True
EXP_2026_HOMEPAGE_RANK_V2,U005384,Treatment,2026-05-07,2026-05-12,True
EXP_2026_HOMEPAGE_RANK_V2,U021938,Treatment,2026-04-28,2026-04-29,True
EXP_2026_HOMEPAGE_RANK_V2,U021982,Treatment,2026-06-06,2026-06-06,True
EXP_2026_HOMEPAGE_RANK_V2,U008930,Treatment,2026-05-28,2026-05-31,True
EXP_2026_HOMEPAGE_RANK_V2,U013033,Control,2026-04-20,2026-04-24,True
EXP_2026_HOMEPAGE_RANK_V2,U003454,Treatment,2026-06-14,2026-06-18,True
EXP_2026_HOMEPAGE_RANK_V2,U016984,Control,2026-04-29,2026-04-30,True
EXP_2026_HOMEPAGE_RANK_V2,U013788,Control,2026-06-02,2026-06-04,True
EXP_2026_HOMEPAGE_RANK_V2,U010982,Control,2026-06-01,2026-06-04,True
EXP_2026_HOMEPAGE_RANK_V2,U015828,Control,2026-07-01,2026-07-04,True
EXP_2026_HOMEPAGE_RANK_V2,U008516,Treatment,2026-06-09,2026-06-14,True
EXP_2026_HOMEPAGE_RANK_V2,U014525,Control,2026-06-12,2026-06-15,False
EXP_2026_HOMEPAGE_RANK_V2,U024285,Treatment,2026-07-02,2026-07-05,True
EXP_2026_HOMEPAGE_RANK_V2,U002586,Control,2026-05-01,2026-05-06,True
EXP_2026_HOMEPAGE_RANK_V2,U009184,Control,2026-05-19,2026-05-19,True
EXP_2026_HOMEPAGE_RANK_V2,U011349,Treatment,2026-04-23,2026-04-25,True
EXP_2026_HOMEPAGE_RANK_V2,U016337,Control,2026-04-23,2026-04-25,False
EXP_2026_HOMEPAGE_RANK_V2,U008499,Treatment,2026-05-21,2026-05-22,True
EXP_2026_HOMEPAGE_RANK_V2,U023629,Treatment,2026-06-30,2026-07-04,True
EXP_2026_HOMEPAGE_RANK_V2,U019936,Control,2026-05-24,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U015013,Control,2026-05-10,2026-05-14,True
EXP_2026_HOMEPAGE_RANK_V2,U005137,Control,2026-06-25,2026-06-26,True
EXP_2026_HOMEPAGE_RANK_V2,U024411,Control,2026-05-20,2026-05-24,True
EXP_2026_HOMEPAGE_RANK_V2,U019239,Control,2026-06-16,2026-06-17,True
EXP_2026_HOMEPAGE_RANK_V2,U006098,Control,2026-06-17,2026-06-19,True
EXP_2026_HOMEPAGE_RANK_V2,U014583,Treatment,2026-06-24,2026-06-26,True
EXP_2026_HOMEPAGE_RANK_V2,U007498,Treatment,2026-05-09,2026-05-09,True
EXP_2026_HOMEPAGE_RANK_V2,U016291,Control,2026-06-19,2026-06-22,True
EXP_2026_HOMEPAGE_RANK_V2,U017790,Treatment,2026-05-20,2026-05-25,True
EXP_2026_HOMEPAGE_RANK_V2,U007248,Control,2026-06-02,2026-06-03,True
EXP_2026_HOMEPAGE_RANK_V2,U004167,Treatment,2026-04-21,2026-04-24,True
EXP_2026_HOMEPAGE_RANK_V2,U017123,Control,2026-06-10,2026-06-14,True
EXP_2026_HOMEPAGE_RANK_V2,U001964,Treatment,2026-06-30,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U002402,Control,2026-05-16,2026-05-18,True
EXP_2026_HOMEPAGE_RANK_V2,U012238,Control,2026-04-20,2026-04-21,True
EXP_2026_HOMEPAGE_RANK_V2,U008985,Control,2026-04-22,2026-04-25,True
EXP_2026_HOMEPAGE_RANK_V2,U005017,Treatment,2026-05-27,2026-06-01,True
EXP_2026_HOMEPAGE_RANK_V2,U019729,Control,2026-06-09,2026-06-12,True
EXP_2026_HOMEPAGE_RANK_V2,U010439,Treatment,2026-05-20,2026-05-25,True
EXP_2026_HOMEPAGE_RANK_V2,U004081,Treatment,2026-07-07,2026-07-12,True
EXP_2026_HOMEPAGE_RANK_V2,U004801,Control,2026-07-10,2026-07-11,True
EXP_2026_HOMEPAGE_RANK_V2,U017950,Control,2026-05-19,2026-05-20,True
EXP_2026_HOMEPAGE_RANK_V2,U009390,Treatment,2026-06-21,2026-06-24,True
EXP_2026_HOMEPAGE_RANK_V2,U019407,Control,2026-05-15,2026-05-17,True
EXP_2026_HOMEPAGE_RANK_V2,U007580,Treatment,2026-07-05,2026-07-08,True
EXP_2026_HOMEPAGE_RANK_V2,U020876,Control,2026-05-13,2026-05-13,True
EXP_2026_HOMEPAGE_RANK_V2,U020632,Control,2026-06-28,2026-07-02,True
EXP_2026_HOMEPAGE_RANK_V2,U018932,Control,2026-06-20,2026-06-21,True
EXP_2026_HOMEPAGE_RANK_V2,U015985,Treatment,2026-05-25,2026-05-30,True
EXP_2026_HOMEPAGE_RANK_V2,U013642,Control,2026-04-19,2026-04-19,True
EXP_2026_HOMEPAGE_RANK_V2,U004802,Treatment,2026-06-07,2026-06-07,True
EXP_2026_HOMEPAGE_RANK_V2,U024206,Control,2026-05-13,2026-05-18,True
EXP_2026_HOMEPAGE_RANK_V2,U015328,Treatment,2026-07-01,2026-07-06,True
EXP_2026_HOMEPAGE_RANK_V2,U004737,Treatment,2026-06-04,2026-06-09,True
EXP_2026_HOMEPAGE_RANK_V2,U023204,Control,2026-05-22,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U016427,Control,2026-06-20,2026-06-23,True
EXP_2026_HOMEPAGE_RANK_V2,U005251,Treatment,2026-06-30,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U011788,Treatment,2026-06-22,2026-06-26,True
EXP_2026_HOMEPAGE_RANK_V2,U000938,Control,2026-06-22,2026-06-22,True
EXP_2026_HOMEPAGE_RANK_V2,U018203,Control,2026-05-11,2026-05-11,True
EXP_2026_HOMEPAGE_RANK_V2,U007856,Treatment,2026-06-17,2026-06-18,True
EXP_2026_HOMEPAGE_RANK_V2,U007970,Treatment,2026-06-25,2026-06-27,True
EXP_2026_HOMEPAGE_RANK_V2,U022902,Treatment,2026-05-08,2026-05-08,True
EXP_2026_HOMEPAGE_RANK_V2,U010354,Control,2026-06-20,2026-06-23,False
EXP_2026_HOMEPAGE_RANK_V2,U000132,Treatment,2026-05-08,2026-05-13,True
EXP_2026_HOMEPAGE_RANK_V2,U004355,Control,2026-06-27,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U001502,Treatment,2026-06-18,2026-06-23,True
EXP_2026_HOMEPAGE_RANK_V2,U010098,Control,2026-06-02,2026-06-06,True
EXP_2026_HOMEPAGE_RANK_V2,U018466,Treatment,2026-06-19,2026-06-21,True
EXP_2026_HOMEPAGE_RANK_V2,U000323,Treatment,2026-05-03,2026-05-05,True
EXP_2026_HOMEPAGE_RANK_V2,U012179,Control,2026-05-07,2026-05-11,True
EXP_2026_HOMEPAGE_RANK_V2,U020194,Treatment,2026-05-11,2026-05-12,True
EXP_2026_HOMEPAGE_RANK_V2,U013262,Control,2026-05-17,2026-05-21,True
EXP_2026_HOMEPAGE_RANK_V2,U023539,Treatment,2026-05-25,2026-05-28,True
EXP_2026_HOMEPAGE_RANK_V2,U020092,Treatment,2026-05-11,2026-05-13,True
EXP_2026_HOMEPAGE_RANK_V2,U024436,Control,2026-05-01,2026-05-01,True
EXP_2026_HOMEPAGE_RANK_V2,U008109,Control,2026-05-22,2026-05-23,True
EXP_2026_HOMEPAGE_RANK_V2,U015105,Treatment,2026-04-18,2026-04-21,True
EXP_2026_HOMEPAGE_RANK_V2,U013649,Control,2026-05-18,2026-05-21,False
EXP_2026_HOMEPAGE_RANK_V2,U024798,Control,2026-05-27,2026-05-31,True
EXP_2026_HOMEPAGE_RANK_V2,U007619,Control,2026-06-15,2026-06-16,True
EXP_2026_HOMEPAGE_RANK_V2,U010461,Treatment,2026-04-20,2026-04-20,True
EXP_2026_HOMEPAGE_RANK_V2,U024210,Control,2026-07-08,2026-07-09,True
EXP_2026_HOMEPAGE_RANK_V2,U012415,Treatment,2026-06-18,2026-06-20,False
EXP_2026_HOMEPAGE_RANK_V2,U006624,Treatment,2026-04-25,2026-04-29,True
EXP_2026_HOMEPAGE_RANK_V2,U024620,Control,2026-06-07,2026-06-07,True
EXP_2026_HOMEPAGE_RANK_V2,U008386,Control,2026-06-04,2026-06-06,True
